<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.03.24	09:00:00	1.16562	1.16698	1.16272	1.16428	7032	0	0
2020.03.24	10:00:00	1.16429	1.16789	1.16334	1.16647	5658	0	0
2020.03.24	11:00:00	1.16648	1.17238	1.16482	1.17156	6847	0	0
2020.03.24	12:00:00	1.17156	1.17890	1.17077	1.17845	7357	0	0
2020.03.24	13:00:00	1.17846	1.17886	1.17161	1.17488	7892	0	0
2020.03.24	14:00:00	1.17488	1.17658	1.16829	1.17523	11811	0	0
2020.03.24	15:00:00	1.17523	1.17841	1.17338	1.17485	12482	0	0
2020.03.24	16:00:00	1.17490	1.17609	1.16958	1.17032	8860	0	0
2020.03.24	17:00:00	1.17032	1.17894	1.17009	1.17822	10721	0	0
2020.03.24	18:00:00	1.17822	1.17989	1.17196	1.17618	10514	0	0
2020.03.24	19:00:00	1.17618	1.17823	1.17204	1.17227	8546	0	0
2020.03.24	20:00:00	1.17229	1.17535	1.17119	1.17506	8436	0	0
2020.03.24	21:00:00	1.17506	1.17587	1.17175	1.17451	6787	0	0
2020.03.24	22:00:00	1.17448	1.17781	1.17273	1.17523	3927	0	0
2020.03.24	23:00:00	1.17501	1.17643	1.17069	1.17341	1264	0	24
2020.03.25	00:00:00	1.17342	1.17933	1.17280	1.17865	1546	0	1
2020.03.25	01:00:00	1.17864	1.17944	1.17804	1.17888	2983	0	3
2020.03.25	02:00:00	1.17888	1.17905	1.17541	1.17648	3703	0	0
2020.03.25	03:00:00	1.17648	1.17881	1.17639	1.17842	3209	0	1
2020.03.25	04:00:00	1.17842	1.18162	1.17798	1.18156	4121	0	0
2020.03.25	05:00:00	1.18157	1.18157	1.17935	1.18007	3007	0	0
2020.03.25	06:00:00	1.18006	1.18076	1.17870	1.18024	2180	0	4
2020.03.25	07:00:00	1.18026	1.18579	1.17939	1.18477	3769	0	0
2020.03.25	08:00:00	1.18488	1.18509	1.18125	1.18346	3682	0	1
2020.03.25	09:00:00	1.18346	1.18559	1.18232	1.18378	4620	0	0
2020.03.25	10:00:00	1.18366	1.19275	1.18149	1.19222	7713	0	0
2020.03.25	11:00:00	1.19222	1.19726	1.19034	1.19724	7868	0	0
2020.03.25	12:00:00	1.19724	1.19730	1.18893	1.18893	8400	0	0
2020.03.25	13:00:00	1.18904	1.19132	1.18535	1.18824	7933	0	0
2020.03.25	14:00:00	1.18824	1.18901	1.18257	1.18350	9034	0	0
2020.03.25	15:00:00	1.18350	1.18450	1.17515	1.17674	12594	0	0
2020.03.25	16:00:00	1.17671	1.17693	1.16807	1.16973	10271	0	0
2020.03.25	17:00:00	1.16972	1.17641	1.16384	1.17578	11610	0	0
2020.03.25	18:00:00	1.17577	1.18454	1.17484	1.18348	9871	0	0
2020.03.25	19:00:00	1.18348	1.18456	1.17919	1.18076	7787	0	0
2020.03.25	20:00:00	1.18077	1.19010	1.17981	1.18707	6742	0	0
2020.03.25	21:00:00	1.18702	1.19157	1.18548	1.18751	5816	0	0
2020.03.25	22:00:00	1.18754	1.19144	1.18660	1.18660	2000	0	0
2020.03.25	23:00:00	1.18650	1.18849	1.18573	1.18781	655	0	36
2020.03.26	00:00:00	1.18781	1.18821	1.18144	1.18160	7458	0	0
2020.03.26	01:00:00	1.18150	1.18495	1.17761	1.18465	7363	0	0
2020.03.26	02:00:00	1.18465	1.18842	1.18295	1.18658	8930	0	0
2020.03.26	03:00:00	1.18652	1.18661	1.18333	1.18451	4317	0	1
2020.03.26	04:00:00	1.18451	1.18582	1.18193	1.18561	3955	0	0
2020.03.26	05:00:00	1.18561	1.18699	1.18464	1.18598	3454	0	3
2020.03.26	06:00:00	1.18598	1.18642	1.18447	1.18553	2252	0	0
2020.03.26	07:00:00	1.18552	1.18727	1.18417	1.18493	1889	0	0
2020.03.26	08:00:00	1.18493	1.18566	1.18182	1.18211	2936	0	1
2020.03.26	09:00:00	1.18210	1.19364	1.18191	1.19341	6516	0	0
2020.03.26	10:00:00	1.19341	1.19605	1.19008	1.19208	7843	0	0
2020.03.26	11:00:00	1.19200	1.19555	1.18663	1.19184	7138	0	0
2020.03.26	12:00:00	1.19185	1.19554	1.18755	1.19417	6346	0	0
2020.03.26	13:00:00	1.19417	1.20009	1.19363	1.19623	6949	0	0
2020.03.26	14:00:00	1.19622	1.19964	1.19307	1.19870	9574	0	0
2020.03.26	15:00:00	1.19870	1.20321	1.19651	1.20212	12251	0	0
2020.03.26	16:00:00	1.20212	1.20671	1.19762	1.20525	9728	0	0
2020.03.26	17:00:00	1.20525	1.21431	1.20253	1.21360	9874	0	0
2020.03.26	18:00:00	1.21360	1.21811	1.21168	1.21709	8785	0	0
2020.03.26	19:00:00	1.21710	1.21800	1.21357	1.21458	7351	0	0
2020.03.26	20:00:00	1.21461	1.21558	1.21253	1.21557	6626	0	0
2020.03.26	21:00:00	1.21556	1.22289	1.21456	1.22266	8621	0	0
2020.03.26	22:00:00	1.22268	1.22274	1.21713	1.21997	3113	0	0
2020.03.26	23:00:00	1.21949	1.22061	1.21426	1.21547	661	0	12
2020.03.27	00:00:00	1.21547	1.21688	1.21301	1.21554	3000	0	0
2020.03.27	01:00:00	1.21554	1.22038	1.21548	1.21912	3897	0	7
2020.03.27	02:00:00	1.21914	1.21931	1.21652	1.21776	3633	0	5
2020.03.27	03:00:00	1.21777	1.22028	1.21662	1.21817	4663	0	2
2020.03.27	04:00:00	1.21817	1.22634	1.21774	1.22548	3957	0	0
2020.03.27	05:00:00	1.22548	1.23050	1.22430	1.22893	5105	0	0
2020.03.27	06:00:00	1.22893	1.22894	1.22435	1.22519	3946	0	0
2020.03.27	07:00:00	1.22519	1.22703	1.22320	1.22686	2766	0	12
2020.03.27	08:00:00	1.22686	1.22890	1.22097	1.22305	4972	0	2
2020.03.27	09:00:00	1.22303	1.22495	1.21784	1.22016	6164	0	0
2020.03.27	10:00:00	1.22016	1.22248	1.21437	1.21603	8566	0	0
2020.03.27	11:00:00	1.21603	1.22344	1.21593	1.22114	7251	0	0
2020.03.27	12:00:00	1.22115	1.22852	1.22063	1.22764	6910	0	0
2020.03.27	13:00:00	1.22764	1.22950	1.21802	1.22201	9248	0	0
2020.03.27	14:00:00	1.22209	1.22720	1.22108	1.22495	7969	0	0
2020.03.27	15:00:00	1.22498	1.22665	1.22057	1.22437	10881	0	0
2020.03.27	16:00:00	1.22439	1.22956	1.22302	1.22910	9644	0	0
2020.03.27	17:00:00	1.22901	1.23870	1.22770	1.23578	10013	0	0
2020.03.27	18:00:00	1.23580	1.24398	1.23409	1.24116	10395	0	0
2020.03.27	19:00:00	1.24116	1.24263	1.23753	1.24119	8372	0	0
2020.03.27	20:00:00	1.24122	1.24852	1.24118	1.24796	8510	0	0
2020.03.27	21:00:00	1.24788	1.24822	1.24508	1.24650	9396	0	0
2020.03.27	22:00:00	1.24650	1.24759	1.24480	1.24744	2688	0	0
2020.03.30	00:00:00	1.24174	1.24373	1.24089	1.24359	267	0	113
2020.03.30	01:00:00	1.24359	1.24468	1.23915	1.23993	2044	0	0
2020.03.30	02:00:00	1.23993	1.24550	1.23969	1.24497	2422	0	0
2020.03.30	03:00:00	1.24497	1.24668	1.24121	1.24337	3535	0	1
2020.03.30	04:00:00	1.24337	1.24465	1.24036	1.24046	3091	0	0
2020.03.30	05:00:00	1.24046	1.24052	1.23796	1.23874	2149	0	0
2020.03.30	06:00:00	1.23871	1.23871	1.23604	1.23764	1914	0	0
2020.03.30	07:00:00	1.23764	1.23963	1.23613	1.23948	1703	0	0
2020.03.30	08:00:00	1.23948	1.24206	1.23745	1.24144	2149	0	0
2020.03.30	09:00:00	1.24144	1.24267	1.23569	1.23590	5772	0	0
2020.03.30	10:00:00	1.23612	1.23818	1.23169	1.23518	7858	0	0
2020.03.30	11:00:00	1.23518	1.24081	1.23429	1.23869	7101	0	0
2020.03.30	12:00:00	1.23870	1.24075	1.23642	1.23858	5900	0	0
2020.03.30	13:00:00	1.23858	1.24158	1.23721	1.24113	4735	0	0
2020.03.30	14:00:00	1.24113	1.24407	1.23876	1.24275	5271	0	0
2020.03.30	15:00:00	1.24282	1.24331	1.23941	1.23981	6195	0	0
2020.03.30	16:00:00	1.23981	1.24243	1.23714	1.23785	8482	0	0
2020.03.30	17:00:00	1.23785	1.24403	1.23755	1.24171	10686	0	0
2020.03.30	18:00:00	1.24170	1.24196	1.23779	1.23911	7367	0	0
2020.03.30	19:00:00	1.23911	1.24066	1.23783	1.23870	5101	0	0
2020.03.30	20:00:00	1.23870	1.23979	1.23538	1.23766	4184	0	0
2020.03.30	21:00:00	1.23766	1.23953	1.23711	1.23862	4309	0	0
2020.03.30	22:00:00	1.23861	1.24224	1.23830	1.24177	5063	0	0
2020.03.30	23:00:00	1.24178	1.24286	1.23730	1.24171	3179	0	0
2020.03.31	00:00:00	1.24043	1.24045	1.23723	1.23790	1032	0	7
2020.03.31	01:00:00	1.23785	1.24040	1.23750	1.23881	1986	0	2
2020.03.31	02:00:00	1.23882	1.23882	1.23452	1.23683	2820	0	0
2020.03.31	03:00:00	1.23683	1.23891	1.22436	1.23250	4166	0	0
2020.03.31	04:00:00	1.23251	1.23555	1.23015	1.23312	4870	0	0
2020.03.31	05:00:00	1.23312	1.23462	1.23156	1.23382	2077	0	2
2020.03.31	06:00:00	1.23382	1.23524	1.23310	1.23418	1508	0	3
2020.03.31	07:00:00	1.23420	1.23473	1.23302	1.23342	1673	0	3
2020.03.31	08:00:00	1.23342	1.23477	1.23245	1.23407	2157	0	0
2020.03.31	09:00:00	1.23413	1.23638	1.23014	1.23135	4942	0	0
2020.03.31	10:00:00	1.23135	1.23217	1.22845	1.23169	6473	0	0
2020.03.31	11:00:00	1.23166	1.23426	1.23101	1.23109	5665	0	0
2020.03.31	12:00:00	1.23109	1.23706	1.23108	1.23492	5446	0	0
2020.03.31	13:00:00	1.23492	1.23736	1.23343	1.23588	4961	0	0
2020.03.31	14:00:00	1.23597	1.23629	1.23288	1.23501	6865	0	0
2020.03.31	15:00:00	1.23501	1.24142	1.23452	1.23897	7289	0	0
2020.03.31	16:00:00	1.23886	1.24233	1.23825	1.24055	6574	0	0
2020.03.31	17:00:00	1.24056	1.24500	1.23609	1.24040	11601	0	0
2020.03.31	18:00:00	1.24040	1.24726	1.23833	1.24497	11291	0	0
2020.03.31	19:00:00	1.24497	1.24550	1.23908	1.23969	8848	0	0
2020.03.31	20:00:00	1.23969	1.24150	1.23579	1.24056	8231	0	0
2020.03.31	21:00:00	1.24056	1.24508	1.23961	1.24394	7343	0	0
2020.03.31	22:00:00	1.24397	1.24398	1.24080	1.24316	4713	0	0
2020.03.31	23:00:00	1.24311	1.24313	1.24028	1.24163	1666	0	0
2020.04.01	00:00:00	1.24219	1.24303	1.23873	1.24236	516	0	11
2020.04.01	01:00:00	1.24176	1.24195	1.23947	1.23952	1081	0	6
2020.04.01	02:00:00	1.23952	1.24172	1.23952	1.24053	1777	0	6
2020.04.01	03:00:00	1.24053	1.24253	1.24051	1.24154	2709	0	5
2020.04.01	04:00:00	1.24154	1.24170	1.23751	1.23803	2774	0	1
2020.04.01	05:00:00	1.23803	1.24006	1.23624	1.23915	3669	0	0
2020.04.01	06:00:00	1.23915	1.23972	1.23740	1.23779	2556	0	2
2020.04.01	07:00:00	1.23779	1.23879	1.23750	1.23763	1810	0	0
2020.04.01	08:00:00	1.23762	1.23925	1.23693	1.23824	2324	0	0
2020.04.01	09:00:00	1.23824	1.23834	1.23299	1.23423	4986	0	0
2020.04.01	10:00:00	1.23413	1.23778	1.23328	1.23540	6067	0	0
2020.04.01	11:00:00	1.23536	1.23761	1.23355	1.23700	4737	0	0
2020.04.01	12:00:00	1.23705	1.23714	1.23488	1.23599	5175	0	0
2020.04.01	13:00:00	1.23599	1.23959	1.23542	1.23783	4618	0	0
2020.04.01	14:00:00	1.23783	1.23979	1.23663	1.23822	3932	0	0
2020.04.01	15:00:00	1.23822	1.23944	1.23579	1.23848	4854	0	0
2020.04.01	16:00:00	1.23844	1.24258	1.23776	1.24239	5770	0	0
2020.04.01	17:00:00	1.24239	1.24382	1.24074	1.24255	7208	0	0
2020.04.01	18:00:00	1.24249	1.24249	1.23865	1.23918	5781	0	0
2020.04.01	19:00:00	1.23920	1.24100	1.23865	1.23944	4303	0	0
2020.04.01	20:00:00	1.23944	1.23976	1.23727	1.23966	4243	0	0
2020.04.01	21:00:00	1.23966	1.24171	1.23673	1.23681	4389	0	0
2020.04.01	22:00:00	1.23681	1.23992	1.23681	1.23952	4998	0	0
2020.04.01	23:00:00	1.23952	1.24003	1.23637	1.23730	3387	0	0
2020.04.02	00:00:00	1.23730	1.24023	1.23582	1.23869	893	0	0
2020.04.02	01:00:00	1.23869	1.23997	1.23808	1.23961	1155	0	8
2020.04.02	02:00:00	1.23957	1.23970	1.23767	1.23797	1393	0	3
2020.04.02	03:00:00	1.23801	1.24014	1.23733	1.23889	2639	0	1
2020.04.02	04:00:00	1.23892	1.24083	1.23838	1.23865	2712	0	0
2020.04.02	05:00:00	1.23865	1.23964	1.23821	1.23835	1476	0	6
2020.04.02	06:00:00	1.23835	1.23918	1.23762	1.23842	1415	0	0
2020.04.02	07:00:00	1.23842	1.23888	1.23767	1.23881	1070	0	0
2020.04.02	08:00:00	1.23883	1.24109	1.23871	1.24094	2170	0	2
2020.04.02	09:00:00	1.24094	1.24317	1.23933	1.24002	3514	0	0
2020.04.02	10:00:00	1.24001	1.24196	1.23975	1.24060	4940	0	0
2020.04.02	11:00:00	1.24060	1.24238	1.23870	1.24232	4552	0	0
2020.04.02	12:00:00	1.24232	1.24628	1.24079	1.24606	4416	0	0
2020.04.02	13:00:00	1.24606	1.24750	1.24395	1.24467	4984	0	0
2020.04.02	14:00:00	1.24467	1.24548	1.24237	1.24281	3986	0	0
2020.04.02	15:00:00	1.24281	1.24546	1.24008	1.24148	6788	0	0
2020.04.02	16:00:00	1.24148	1.24226	1.23516	1.23677	7556	0	0
2020.04.02	17:00:00	1.23677	1.24091	1.23553	1.23742	10605	0	0
2020.04.02	18:00:00	1.23743	1.24122	1.23572	1.23761	8375	0	0
2020.04.02	19:00:00	1.23760	1.23899	1.23561	1.23650	5889	0	0
2020.04.02	20:00:00	1.23650	1.23768	1.23496	1.23640	4220	0	0
2020.04.02	21:00:00	1.23640	1.24005	1.23578	1.23960	4298	0	0
2020.04.02	22:00:00	1.23959	1.24043	1.23845	1.23952	4352	0	0
2020.04.02	23:00:00	1.23954	1.24187	1.23919	1.23925	1840	0	0
2020.04.03	00:00:00	1.23953	1.24058	1.23903	1.23947	381	0	21
2020.04.03	01:00:00	1.23923	1.24017	1.23896	1.23909	661	0	0
2020.04.03	02:00:00	1.23909	1.23951	1.23813	1.23906	1061	0	2
2020.04.03	03:00:00	1.23906	1.23929	1.23719	1.23847	2767	0	2
2020.04.03	04:00:00	1.23847	1.23859	1.23716	1.23842	1989	0	1
2020.04.03	05:00:00	1.23842	1.23880	1.23765	1.23799	1085	0	7
2020.04.03	06:00:00	1.23799	1.23799	1.23695	1.23704	1386	0	4
2020.04.03	07:00:00	1.23704	1.23824	1.23663	1.23823	2268	0	0
2020.04.03	08:00:00	1.23822	1.23893	1.23730	1.23874	1745	0	0
2020.04.03	09:00:00	1.23876	1.23954	1.23620	1.23734	2902	0	0
2020.04.03	10:00:00	1.23734	1.23787	1.23250	1.23411	5290	0	0
2020.04.03	11:00:00	1.23412	1.23451	1.22826	1.23006	4848	0	0
2020.04.03	12:00:00	1.23007	1.23052	1.22612	1.22931	5911	0	0
2020.04.03	13:00:00	1.22931	1.23019	1.22653	1.22676	4475	0	0
2020.04.03	14:00:00	1.22673	1.22997	1.22621	1.22888	4852	0	0
2020.04.03	15:00:00	1.22888	1.22946	1.22480	1.22509	7479	0	0
2020.04.03	16:00:00	1.22508	1.23003	1.22427	1.22613	6115	0	0
2020.04.03	17:00:00	1.22613	1.22659	1.22198	1.22568	6135	0	0
2020.04.03	18:00:00	1.22568	1.22603	1.22049	1.22241	5575	0	0
2020.04.03	19:00:00	1.22241	1.22557	1.22194	1.22262	4904	0	0
2020.04.03	20:00:00	1.22262	1.22607	1.22225	1.22571	3915	0	0
2020.04.03	21:00:00	1.22571	1.22881	1.22508	1.22709	3634	0	0
2020.04.03	22:00:00	1.22709	1.22856	1.22593	1.22620	3919	0	0
2020.04.03	23:00:00	1.22620	1.22787	1.22560	1.22692	2231	0	2
2020.04.06	00:00:00	1.22204	1.22407	1.22150	1.22268	436	0	7
2020.04.06	01:00:00	1.22268	1.22642	1.22238	1.22382	1681	0	0
2020.04.06	02:00:00	1.22382	1.22437	1.22102	1.22166	2605	0	0
2020.04.06	03:00:00	1.22169	1.22523	1.22095	1.22438	3118	0	1
2020.04.06	04:00:00	1.22439	1.22510	1.22279	1.22422	1933	0	0
2020.04.06	05:00:00	1.22422	1.22482	1.22304	1.22346	1295	0	1
2020.04.06	06:00:00	1.22346	1.22453	1.22310	1.22353	1763	0	2
2020.04.06	07:00:00	1.22353	1.22397	1.22154	1.22228	1329	0	3
2020.04.06	08:00:00	1.22228	1.22478	1.22214	1.22457	1746	0	4
2020.04.06	09:00:00	1.22459	1.22750	1.22424	1.22471	2966	0	0
2020.04.06	10:00:00	1.22467	1.23214	1.22445	1.23123	4854	0	0
2020.04.06	11:00:00	1.23123	1.23165	1.22723	1.23102	4883	0	0
2020.04.06	12:00:00	1.23102	1.23166	1.22921	1.22987	4728	0	0
2020.04.06	13:00:00	1.22988	1.23195	1.22894	1.23114	3633	0	0
2020.04.06	14:00:00	1.23114	1.23264	1.22970	1.23117	3950	0	1
2020.04.06	15:00:00	1.23125	1.23212	1.22757	1.22918	4502	0	0
2020.04.06	16:00:00	1.22918	1.22944	1.22650	1.22925	5567	0	0
2020.04.06	17:00:00	1.22923	1.23118	1.22496	1.22602	7024	0	0
2020.04.06	18:00:00	1.22606	1.22995	1.22544	1.22952	5121	0	0
2020.04.06	19:00:00	1.22952	1.23142	1.22899	1.23054	4573	0	0
2020.04.06	20:00:00	1.23054	1.23191	1.22867	1.23162	3077	0	0
2020.04.06	21:00:00	1.23162	1.23173	1.23004	1.23008	2069	0	1
2020.04.06	22:00:00	1.23007	1.23054	1.22145	1.22444	6245	0	0
2020.04.06	23:00:00	1.22443	1.22559	1.22269	1.22291	1525	0	0
2020.04.07	00:00:00	1.22284	1.22320	1.22233	1.22295	584	0	15
2020.04.07	01:00:00	1.22298	1.22341	1.21645	1.21947	2544	0	0
2020.04.07	02:00:00	1.21947	1.22507	1.21945	1.22300	1657	0	3
2020.04.07	03:00:00	1.22301	1.22494	1.22178	1.22285	1766	0	0
2020.04.07	04:00:00	1.22285	1.22743	1.22225	1.22686	1605	0	0
2020.04.07	05:00:00	1.22686	1.22707	1.22499	1.22630	1292	0	0
2020.04.07	06:00:00	1.22630	1.22676	1.22508	1.22622	1087	0	0
2020.04.07	07:00:00	1.22622	1.22969	1.22582	1.22788	1725	0	0
2020.04.07	08:00:00	1.22789	1.22902	1.22686	1.22774	1669	0	0
2020.04.07	09:00:00	1.22775	1.23191	1.22734	1.23087	3898	0	0
2020.04.07	10:00:00	1.23087	1.23495	1.23036	1.23393	6191	0	0
2020.04.07	11:00:00	1.23393	1.23411	1.23205	1.23277	4803	0	0
2020.04.07	12:00:00	1.23277	1.23339	1.22820	1.23138	5166	0	0
2020.04.07	13:00:00	1.23138	1.23339	1.22875	1.22958	5262	0	0
2020.04.07	14:00:00	1.22958	1.23574	1.22830	1.23472	5763	0	0
2020.04.07	15:00:00	1.23479	1.23839	1.23420	1.23703	4965	0	0
2020.04.07	16:00:00	1.23695	1.23698	1.23429	1.23680	6600	0	0
2020.04.07	17:00:00	1.23678	1.23694	1.22929	1.23027	7133	0	0
2020.04.07	18:00:00	1.23025	1.23465	1.23006	1.23417	5816	0	0
2020.04.07	19:00:00	1.23417	1.23470	1.23276	1.23367	4504	0	0
2020.04.07	20:00:00	1.23371	1.23468	1.23191	1.23468	3384	0	0
2020.04.07	21:00:00	1.23457	1.23567	1.23358	1.23368	2944	0	0
2020.04.07	22:00:00	1.23368	1.23469	1.23339	1.23428	2925	0	0
2020.04.07	23:00:00	1.23423	1.23494	1.23295	1.23297	1418	0	0
2020.04.08	00:00:00	1.23295	1.23384	1.23086	1.23330	541	0	18
2020.04.08	01:00:00	1.23341	1.23448	1.23314	1.23406	751	0	5
2020.04.08	02:00:00	1.23406	1.23528	1.23344	1.23364	1125	0	2
2020.04.08	03:00:00	1.23364	1.23405	1.23134	1.23218	1756	0	0
2020.04.08	04:00:00	1.23213	1.23310	1.23148	1.23203	1496	0	2
2020.04.08	05:00:00	1.23203	1.23290	1.23151	1.23152	1143	0	0
2020.04.08	06:00:00	1.23156	1.23208	1.23097	1.23099	1248	0	0
2020.04.08	07:00:00	1.23099	1.23210	1.23097	1.23180	1008	0	0
2020.04.08	08:00:00	1.23179	1.23422	1.23154	1.23407	1565	0	4
2020.04.08	09:00:00	1.23407	1.23423	1.22877	1.23090	3710	0	0
2020.04.08	10:00:00	1.23090	1.23194	1.22915	1.23158	3978	0	0
2020.04.08	11:00:00	1.23161	1.23183	1.22985	1.23049	3035	0	0
2020.04.08	12:00:00	1.23063	1.23344	1.23061	1.23291	3430	0	0
2020.04.08	13:00:00	1.23291	1.23485	1.23236	1.23445	3260	0	0
2020.04.08	14:00:00	1.23445	1.23739	1.23409	1.23587	4244	0	0
2020.04.08	15:00:00	1.23587	1.23745	1.23525	1.23713	3719	0	0
2020.04.08	16:00:00	1.23713	1.23959	1.23628	1.23921	5320	0	0
2020.04.08	17:00:00	1.23921	1.23966	1.23648	1.23771	5597	0	0
2020.04.08	18:00:00	1.23778	1.24196	1.23771	1.23922	4987	0	0
2020.04.08	19:00:00	1.23922	1.24168	1.23851	1.24051	3676	0	0
2020.04.08	20:00:00	1.24051	1.24128	1.23914	1.23990	2184	0	0
2020.04.08	21:00:00	1.23990	1.24081	1.23901	1.23907	2442	0	0
2020.04.08	22:00:00	1.23907	1.23981	1.23734	1.23739	2083	0	0
2020.04.08	23:00:00	1.23739	1.23841	1.23697	1.23808	837	0	0
2020.04.09	00:00:00	1.23749	1.23940	1.23641	1.23934	436	0	34
2020.04.09	01:00:00	1.23930	1.23930	1.23766	1.23856	1282	0	0
2020.04.09	02:00:00	1.23856	1.23923	1.23820	1.23904	866	0	1
2020.04.09	03:00:00	1.23904	1.24186	1.23871	1.24101	1783	0	0
2020.04.09	04:00:00	1.24101	1.24167	1.23897	1.23933	1868	0	0
2020.04.09	05:00:00	1.23932	1.23981	1.23866	1.23907	1200	0	1
2020.04.09	06:00:00	1.23907	1.24021	1.23856	1.23957	946	0	4
2020.04.09	07:00:00	1.23954	1.24014	1.23809	1.23828	888	0	0
2020.04.09	08:00:00	1.23828	1.23878	1.23631	1.23667	1224	0	0
2020.04.09	09:00:00	1.23667	1.23868	1.23600	1.23851	2721	0	0
2020.04.09	10:00:00	1.23850	1.24101	1.23782	1.24033	4068	0	0
2020.04.09	11:00:00	1.24037	1.24115	1.23925	1.24039	2827	0	0
2020.04.09	12:00:00	1.24039	1.24371	1.24005	1.24311	3847	0	0
2020.04.09	13:00:00	1.24309	1.24475	1.24241	1.24383	4286	0	0
2020.04.09	14:00:00	1.24384	1.24411	1.24047	1.24134	5004	0	0
2020.04.09	15:00:00	1.24134	1.24429	1.23998	1.24374	5751	0	0
2020.04.09	16:00:00	1.24374	1.24801	1.24291	1.24733	6391	0	0
2020.04.09	17:00:00	1.24732	1.24739	1.24423	1.24693	5763	0	0
2020.04.09	18:00:00	1.24693	1.24720	1.24451	1.24542	5804	0	0
2020.04.09	19:00:00	1.24542	1.24568	1.24406	1.24489	4018	0	0
2020.04.09	20:00:00	1.24489	1.24832	1.24474	1.24808	4483	0	0
2020.04.09	21:00:00	1.24808	1.24816	1.24434	1.24465	4912	0	0
2020.04.09	22:00:00	1.24465	1.24740	1.24457	1.24712	4314	0	0
2020.04.09	23:00:00	1.24711	1.24742	1.24522	1.24525	1960	0	0
2020.04.10	00:00:00	1.24492	1.24779	1.24343	1.24443	558	0	0
2020.04.10	01:00:00	1.24443	1.24625	1.24384	1.24504	1235	0	31
2020.04.10	02:00:00	1.24502	1.24600	1.24484	1.24509	1391	0	22
2020.04.10	03:00:00	1.24484	1.24615	1.24482	1.24482	938	0	1
2020.04.10	04:00:00	1.24482	1.24585	1.24444	1.24584	459	0	13
2020.04.10	05:00:00	1.24585	1.24625	1.24531	1.24623	902	0	7
2020.04.10	06:00:00	1.24623	1.24662	1.24583	1.24628	885	0	9
2020.04.10	07:00:00	1.24628	1.24702	1.24617	1.24627	429	0	1
2020.04.10	08:00:00	1.24627	1.24637	1.24617	1.24625	301	0	4
2020.04.10	09:00:00	1.24625	1.24706	1.24595	1.24651	694	0	3
2020.04.10	10:00:00	1.24651	1.24775	1.24607	1.24718	741	0	1
2020.04.10	11:00:00	1.24718	1.24756	1.24596	1.24712	1537	0	4
2020.04.10	12:00:00	1.24713	1.24804	1.24710	1.24789	995	0	5
2020.04.10	13:00:00	1.24778	1.24832	1.24752	1.24798	852	0	8
2020.04.10	14:00:00	1.24798	1.24865	1.24736	1.24807	827	0	0
2020.04.10	15:00:00	1.24807	1.24834	1.24791	1.24806	844	0	7
2020.04.10	16:00:00	1.24806	1.24839	1.24700	1.24719	1103	0	0
2020.04.10	17:00:00	1.24719	1.24733	1.24676	1.24723	692	0	7
2020.04.10	18:00:00	1.24723	1.24832	1.24718	1.24808	852	0	10
2020.04.10	19:00:00	1.24808	1.24822	1.24759	1.24786	807	0	12
2020.04.10	20:00:00	1.24786	1.24806	1.24703	1.24725	781	0	13
2020.04.10	21:00:00	1.24725	1.24755	1.24685	1.24705	751	0	23
2020.04.10	22:00:00	1.24705	1.24736	1.24612	1.24706	771	0	24
2020.04.10	23:00:00	1.24706	1.24780	1.24325	1.24341	1717	0	23
2020.04.13	00:00:00	1.24536	1.24650	1.24495	1.24608	337	0	138
2020.04.13	01:00:00	1.24608	1.24649	1.24490	1.24641	744	0	5
2020.04.13	02:00:00	1.24641	1.24721	1.24574	1.24587	1042	0	2
2020.04.13	03:00:00	1.24587	1.24681	1.24527	1.24591	1781	0	1
2020.04.13	04:00:00	1.24591	1.24717	1.24540	1.24688	1623	0	2
2020.04.13	05:00:00	1.24686	1.24701	1.24600	1.24602	1352	0	4
2020.04.13	06:00:00	1.24602	1.24675	1.24602	1.24675	789	0	2
2020.04.13	07:00:00	1.24675	1.24729	1.24664	1.24726	1011	0	1
2020.04.13	08:00:00	1.24726	1.24806	1.24702	1.24703	1026	0	2
2020.04.13	09:00:00	1.24703	1.25302	1.24690	1.25219	4713	0	0
2020.04.13	10:00:00	1.25219	1.25365	1.25039	1.25056	4285	0	0
2020.04.13	11:00:00	1.25056	1.25147	1.24975	1.25129	3605	0	0
2020.04.13	12:00:00	1.25129	1.25160	1.24994	1.25070	1711	0	1
2020.04.13	13:00:00	1.25070	1.25073	1.24795	1.24802	3597	0	0
2020.04.13	14:00:00	1.24802	1.24984	1.24747	1.24946	3233	0	0
2020.04.13	15:00:00	1.24946	1.24954	1.24779	1.24856	4413	0	0
2020.04.13	16:00:00	1.24856	1.25005	1.24831	1.24998	4980	0	0
2020.04.13	17:00:00	1.24998	1.25103	1.24878	1.25026	5035	0	0
2020.04.13	18:00:00	1.25026	1.25257	1.24997	1.25157	4398	0	0
2020.04.13	19:00:00	1.25157	1.25219	1.25131	1.25179	3266	0	1
2020.04.13	20:00:00	1.25179	1.25315	1.25093	1.25266	2594	0	0
2020.04.13	21:00:00	1.25266	1.25316	1.25196	1.25300	2642	0	0
2020.04.13	22:00:00	1.25300	1.25307	1.25122	1.25164	2454	0	0
