<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.01.22	18:00:00	1.31406	1.31455	1.31288	1.31341	3709	0	0
2020.01.22	19:00:00	1.31341	1.31408	1.31271	1.31283	2340	0	0
2020.01.22	20:00:00	1.31283	1.31285	1.31204	1.31215	2132	0	0
2020.01.22	21:00:00	1.31216	1.31369	1.31212	1.31344	2788	0	0
2020.01.22	22:00:00	1.31343	1.31371	1.31319	1.31363	1545	0	3
2020.01.22	23:00:00	1.31363	1.31405	1.31330	1.31390	1054	0	4
2020.01.23	00:00:00	1.31395	1.31471	1.31321	1.31359	2116	0	15
2020.01.23	01:00:00	1.31354	1.31448	1.31329	1.31436	1129	0	1
2020.01.23	02:00:00	1.31436	1.31507	1.31427	1.31429	2675	0	1
2020.01.23	03:00:00	1.31429	1.31436	1.31368	1.31368	2337	0	3
2020.01.23	04:00:00	1.31368	1.31377	1.31320	1.31338	1849	0	1
2020.01.23	05:00:00	1.31338	1.31383	1.31310	1.31316	1089	0	2
2020.01.23	06:00:00	1.31316	1.31323	1.31230	1.31280	1425	0	2
2020.01.23	07:00:00	1.31275	1.31282	1.31184	1.31226	1451	0	2
2020.01.23	08:00:00	1.31226	1.31374	1.31184	1.31359	1271	0	2
2020.01.23	09:00:00	1.31359	1.31470	1.31295	1.31458	2339	0	0
2020.01.23	10:00:00	1.31458	1.31458	1.31212	1.31264	4021	0	0
2020.01.23	11:00:00	1.31265	1.31358	1.31191	1.31317	3237	0	0
2020.01.23	12:00:00	1.31317	1.31454	1.31220	1.31308	2813	0	1
2020.01.23	13:00:00	1.31308	1.31322	1.31198	1.31252	2355	0	0
2020.01.23	14:00:00	1.31255	1.31313	1.31171	1.31229	3326	0	0
2020.01.23	15:00:00	1.31225	1.31368	1.31216	1.31280	5757	0	1
2020.01.23	16:00:00	1.31280	1.31330	1.31013	1.31180	6232	0	1
2020.01.23	17:00:00	1.31180	1.31213	1.31002	1.31201	5058	0	0
2020.01.23	18:00:00	1.31201	1.31201	1.30969	1.31036	2772	0	0
2020.01.23	19:00:00	1.31037	1.31108	1.31000	1.31100	3047	0	0
2020.01.23	20:00:00	1.31100	1.31109	1.31019	1.31030	2267	0	2
2020.01.23	21:00:00	1.31029	1.31174	1.31015	1.31172	2057	0	1
2020.01.23	22:00:00	1.31172	1.31220	1.31149	1.31204	1683	0	2
2020.01.23	23:00:00	1.31204	1.31280	1.31197	1.31207	1362	0	2
2020.01.24	00:00:00	1.31208	1.31236	1.31138	1.31185	485	0	19
2020.01.24	01:00:00	1.31185	1.31235	1.31179	1.31188	2369	0	3
2020.01.24	02:00:00	1.31188	1.31201	1.31132	1.31159	2570	0	1
2020.01.24	03:00:00	1.31159	1.31208	1.31119	1.31159	2028	0	1
2020.01.24	04:00:00	1.31159	1.31238	1.31158	1.31231	1773	0	2
2020.01.24	05:00:00	1.31231	1.31248	1.31199	1.31223	983	0	3
2020.01.24	06:00:00	1.31222	1.31263	1.31203	1.31204	725	0	1
2020.01.24	07:00:00	1.31204	1.31231	1.31178	1.31227	1206	0	5
2020.01.24	08:00:00	1.31228	1.31382	1.31224	1.31344	998	0	2
2020.01.24	09:00:00	1.31342	1.31342	1.31165	1.31260	2274	0	1
2020.01.24	10:00:00	1.31259	1.31420	1.31183	1.31378	3851	0	0
2020.01.24	11:00:00	1.31383	1.31724	1.30855	1.30930	7108	0	0
2020.01.24	12:00:00	1.30929	1.31101	1.30857	1.30994	4324	0	0
2020.01.24	13:00:00	1.30994	1.31006	1.30792	1.30883	3632	0	0
2020.01.24	14:00:00	1.30883	1.30923	1.30798	1.30834	2628	0	2
2020.01.24	15:00:00	1.30834	1.31015	1.30826	1.30999	4201	0	0
2020.01.24	16:00:00	1.31002	1.31064	1.30922	1.30993	4777	0	0
2020.01.24	17:00:00	1.30993	1.31000	1.30564	1.30671	5493	0	0
2020.01.24	18:00:00	1.30672	1.30725	1.30613	1.30695	3926	0	0
2020.01.24	19:00:00	1.30695	1.30808	1.30692	1.30781	2355	0	0
2020.01.24	20:00:00	1.30781	1.30845	1.30752	1.30761	2239	0	2
2020.01.24	21:00:00	1.30761	1.30826	1.30712	1.30796	2251	0	2
2020.01.24	22:00:00	1.30796	1.30812	1.30748	1.30748	1462	0	0
2020.01.24	23:00:00	1.30750	1.30789	1.30702	1.30705	1280	0	1
2020.01.27	00:00:00	1.30754	1.30777	1.30676	1.30715	585	0	14
2020.01.27	01:00:00	1.30716	1.30733	1.30607	1.30609	2277	0	1
2020.01.27	02:00:00	1.30609	1.30739	1.30604	1.30685	1596	0	1
2020.01.27	03:00:00	1.30686	1.30701	1.30654	1.30674	938	0	1
2020.01.27	04:00:00	1.30674	1.30675	1.30548	1.30567	1410	0	1
2020.01.27	05:00:00	1.30568	1.30588	1.30511	1.30575	1252	0	1
2020.01.27	06:00:00	1.30576	1.30635	1.30547	1.30584	1026	0	2
2020.01.27	07:00:00	1.30584	1.30618	1.30548	1.30585	824	0	4
2020.01.27	08:00:00	1.30585	1.30653	1.30576	1.30634	821	0	1
2020.01.27	09:00:00	1.30634	1.30821	1.30606	1.30798	2982	0	1
2020.01.27	10:00:00	1.30798	1.30868	1.30616	1.30734	4349	0	1
2020.01.27	11:00:00	1.30734	1.31052	1.30659	1.30952	4737	0	0
2020.01.27	12:00:00	1.30953	1.30965	1.30859	1.30941	3391	0	0
2020.01.27	13:00:00	1.30941	1.30945	1.30782	1.30849	3617	0	1
2020.01.27	14:00:00	1.30850	1.30853	1.30570	1.30676	3333	0	0
2020.01.27	15:00:00	1.30676	1.30757	1.30601	1.30611	4087	0	0
2020.01.27	16:00:00	1.30613	1.30698	1.30554	1.30581	4235	0	0
2020.01.27	17:00:00	1.30581	1.30661	1.30521	1.30554	5012	0	0
2020.01.27	18:00:00	1.30553	1.30584	1.30508	1.30531	3569	0	1
2020.01.27	19:00:00	1.30531	1.30590	1.30401	1.30578	3060	0	1
2020.01.27	20:00:00	1.30578	1.30601	1.30461	1.30461	2025	0	2
2020.01.27	21:00:00	1.30461	1.30523	1.30416	1.30487	1475	0	1
2020.01.27	22:00:00	1.30487	1.30557	1.30473	1.30538	1232	0	0
2020.01.27	23:00:00	1.30538	1.30580	1.30536	1.30554	831	0	0
2020.01.28	00:00:00	1.30570	1.30592	1.30489	1.30563	1947	0	3
2020.01.28	01:00:00	1.30563	1.30595	1.30508	1.30591	3330	0	2
2020.01.28	02:00:00	1.30591	1.30602	1.30564	1.30579	2755	0	5
2020.01.28	03:00:00	1.30578	1.30648	1.30578	1.30635	1040	0	3
2020.01.28	04:00:00	1.30635	1.30636	1.30575	1.30587	626	0	4
2020.01.28	05:00:00	1.30586	1.30587	1.30535	1.30556	622	0	1
2020.01.28	06:00:00	1.30556	1.30580	1.30549	1.30558	1398	0	1
2020.01.28	07:00:00	1.30558	1.30586	1.30544	1.30565	673	0	1
2020.01.28	08:00:00	1.30565	1.30566	1.30327	1.30407	1155	0	0
2020.01.28	09:00:00	1.30405	1.30412	1.30238	1.30240	1667	0	1
2020.01.28	10:00:00	1.30240	1.30261	1.30035	1.30072	3404	0	0
2020.01.28	11:00:00	1.30072	1.30321	1.30039	1.30295	3540	0	0
2020.01.28	12:00:00	1.30295	1.30310	1.30111	1.30138	2433	0	0
2020.01.28	13:00:00	1.30138	1.30169	1.30068	1.30130	2350	0	1
2020.01.28	14:00:00	1.30131	1.30229	1.30028	1.30116	3035	0	0
2020.01.28	15:00:00	1.30117	1.30185	1.30023	1.30044	3896	0	0
2020.01.28	16:00:00	1.30044	1.30077	1.29852	1.29973	3896	0	0
2020.01.28	17:00:00	1.29973	1.30014	1.29753	1.29836	4051	0	0
2020.01.28	18:00:00	1.29834	1.29971	1.29800	1.29952	2954	0	0
2020.01.28	19:00:00	1.29952	1.29996	1.29900	1.29986	1913	0	0
2020.01.28	20:00:00	1.29987	1.30031	1.29974	1.29981	1531	0	1
2020.01.28	21:00:00	1.29981	1.30093	1.29942	1.30071	2375	0	2
2020.01.28	22:00:00	1.30071	1.30199	1.30071	1.30196	2908	0	0
2020.01.28	23:00:00	1.30196	1.30278	1.30174	1.30271	2010	0	2
2020.01.29	00:00:00	1.30271	1.30294	1.30181	1.30236	535	0	1
2020.01.29	01:00:00	1.30236	1.30273	1.30212	1.30231	838	0	4
2020.01.29	02:00:00	1.30231	1.30276	1.30217	1.30232	1713	0	1
2020.01.29	03:00:00	1.30233	1.30233	1.30170	1.30171	2902	0	3
2020.01.29	04:00:00	1.30171	1.30186	1.30146	1.30160	1688	0	2
2020.01.29	05:00:00	1.30161	1.30213	1.30160	1.30184	1132	0	3
2020.01.29	06:00:00	1.30184	1.30203	1.30166	1.30202	964	0	3
2020.01.29	07:00:00	1.30202	1.30253	1.30183	1.30251	1371	0	3
2020.01.29	08:00:00	1.30249	1.30261	1.30214	1.30229	1591	0	1
2020.01.29	09:00:00	1.30230	1.30230	1.30072	1.30094	1866	0	2
2020.01.29	10:00:00	1.30095	1.30226	1.30038	1.30178	3972	0	1
2020.01.29	11:00:00	1.30179	1.30263	1.30098	1.30134	3990	0	0
2020.01.29	12:00:00	1.30135	1.30186	1.30071	1.30136	2610	0	0
2020.01.29	13:00:00	1.30136	1.30158	1.30065	1.30147	2826	0	2
2020.01.29	14:00:00	1.30147	1.30204	1.30036	1.30080	2620	0	0
2020.01.29	15:00:00	1.30080	1.30130	1.29892	1.29899	4049	0	0
2020.01.29	16:00:00	1.29898	1.30089	1.29897	1.30085	3943	0	1
2020.01.29	17:00:00	1.30085	1.30169	1.29951	1.30017	3428	0	0
2020.01.29	18:00:00	1.30017	1.30104	1.29977	1.30102	3118	0	1
2020.01.29	19:00:00	1.30103	1.30161	1.30059	1.30123	1773	0	2
2020.01.29	20:00:00	1.30122	1.30132	1.30082	1.30107	1620	0	3
2020.01.29	21:00:00	1.30107	1.30255	1.30087	1.30234	2943	0	2
2020.01.29	22:00:00	1.30232	1.30235	1.30098	1.30148	3144	0	0
2020.01.29	23:00:00	1.30148	1.30192	1.30113	1.30173	940	0	3
2020.01.30	00:00:00	1.30192	1.30192	1.30018	1.30140	1053	0	9
2020.01.30	01:00:00	1.30137	1.30219	1.30136	1.30207	572	0	3
2020.01.30	02:00:00	1.30208	1.30247	1.30197	1.30209	1415	0	1
2020.01.30	03:00:00	1.30210	1.30253	1.30191	1.30193	927	0	1
2020.01.30	04:00:00	1.30193	1.30204	1.30153	1.30171	411	0	3
2020.01.30	05:00:00	1.30170	1.30173	1.30137	1.30163	1163	0	3
2020.01.30	06:00:00	1.30163	1.30174	1.30122	1.30149	1177	0	4
2020.01.30	07:00:00	1.30150	1.30161	1.30107	1.30144	898	0	2
2020.01.30	08:00:00	1.30144	1.30154	1.30098	1.30101	1070	0	3
2020.01.30	09:00:00	1.30101	1.30116	1.29950	1.29992	2599	0	0
2020.01.30	10:00:00	1.29992	1.30024	1.29777	1.29911	3490	0	1
2020.01.30	11:00:00	1.29911	1.30186	1.29848	1.30160	3714	0	1
2020.01.30	12:00:00	1.30160	1.30248	1.30080	1.30088	3661	0	0
2020.01.30	13:00:00	1.30089	1.30699	1.30079	1.30620	4034	0	0
2020.01.30	14:00:00	1.30621	1.31025	1.30551	1.30882	7378	0	0
2020.01.30	15:00:00	1.30882	1.31085	1.30820	1.30984	6651	0	0
2020.01.30	16:00:00	1.30984	1.30992	1.30749	1.30805	4820	0	0
2020.01.30	17:00:00	1.30806	1.31027	1.30785	1.30999	5429	0	1
2020.01.30	18:00:00	1.30998	1.31098	1.30934	1.31057	4418	0	0
2020.01.30	19:00:00	1.31057	1.31058	1.30932	1.30947	2357	0	2
2020.01.30	20:00:00	1.30947	1.30957	1.30827	1.30837	1750	0	1
2020.01.30	21:00:00	1.30836	1.30879	1.30797	1.30833	2637	0	1
2020.01.30	22:00:00	1.30837	1.30940	1.30795	1.30935	2158	0	3
2020.01.30	23:00:00	1.30935	1.30939	1.30893	1.30908	1467	0	3
2020.01.31	00:00:00	1.30907	1.30923	1.30820	1.30893	887	0	8
2020.01.31	01:00:00	1.30893	1.30899	1.30838	1.30849	2023	0	4
2020.01.31	02:00:00	1.30848	1.31014	1.30838	1.31010	1340	0	1
2020.01.31	03:00:00	1.31009	1.31050	1.30942	1.30962	1479	0	3
2020.01.31	04:00:00	1.30962	1.31035	1.30960	1.30963	1671	0	3
2020.01.31	05:00:00	1.30962	1.30992	1.30928	1.30940	1161	0	0
2020.01.31	06:00:00	1.30940	1.30988	1.30928	1.30980	1605	0	2
2020.01.31	07:00:00	1.30980	1.30994	1.30945	1.30966	2717	0	4
2020.01.31	08:00:00	1.30967	1.31031	1.30946	1.31008	1362	0	2
2020.01.31	09:00:00	1.31008	1.31283	1.30978	1.31281	3563	0	0
2020.01.31	10:00:00	1.31281	1.31406	1.31222	1.31390	4158	0	0
2020.01.31	11:00:00	1.31390	1.31403	1.31075	1.31176	4271	0	0
2020.01.31	12:00:00	1.31176	1.31197	1.31000	1.31025	3842	0	1
2020.01.31	13:00:00	1.31022	1.31275	1.31001	1.31264	3394	0	0
2020.01.31	14:00:00	1.31262	1.31299	1.31202	1.31218	3819	0	0
2020.01.31	15:00:00	1.31217	1.31446	1.31205	1.31440	4003	0	0
2020.01.31	16:00:00	1.31446	1.31570	1.31417	1.31475	4634	0	0
2020.01.31	17:00:00	1.31475	1.31832	1.31387	1.31830	5547	0	0
2020.01.31	18:00:00	1.31823	1.31951	1.31768	1.31938	4632	0	0
2020.01.31	19:00:00	1.31939	1.31997	1.31857	1.31957	2840	0	1
2020.01.31	20:00:00	1.31957	1.31966	1.31835	1.31845	2976	0	0
2020.01.31	21:00:00	1.31845	1.32033	1.31835	1.31998	2515	0	2
2020.01.31	22:00:00	1.31998	1.32055	1.31969	1.32049	3121	0	2
2020.01.31	23:00:00	1.32041	1.32088	1.32008	1.32080	1947	0	2
2020.02.03	00:00:00	1.31701	1.31792	1.31701	1.31779	301	0	9
2020.02.03	01:00:00	1.31779	1.31841	1.31773	1.31809	2596	0	0
2020.02.03	02:00:00	1.31809	1.31812	1.31751	1.31762	515	0	2
2020.02.03	03:00:00	1.31762	1.31824	1.31723	1.31762	2456	0	1
2020.02.03	04:00:00	1.31762	1.31782	1.31704	1.31734	2275	0	0
2020.02.03	05:00:00	1.31734	1.31741	1.31554	1.31581	1747	0	0
2020.02.03	06:00:00	1.31581	1.31695	1.31572	1.31637	1853	0	2
2020.02.03	07:00:00	1.31637	1.31673	1.31615	1.31632	1504	0	1
2020.02.03	08:00:00	1.31632	1.31653	1.31532	1.31540	1573	0	2
2020.02.03	09:00:00	1.31541	1.31570	1.31402	1.31429	4296	0	1
2020.02.03	10:00:00	1.31429	1.31500	1.31122	1.31175	3998	0	0
2020.02.03	11:00:00	1.31175	1.31191	1.30797	1.30811	3713	0	0
2020.02.03	12:00:00	1.30811	1.30812	1.30565	1.30591	4570	0	0
2020.02.03	13:00:00	1.30591	1.30707	1.30459	1.30599	3449	0	0
2020.02.03	14:00:00	1.30599	1.30641	1.30527	1.30558	2633	0	0
2020.02.03	15:00:00	1.30551	1.30648	1.30479	1.30589	3196	0	0
2020.02.03	16:00:00	1.30588	1.30600	1.30223	1.30266	4444	0	0
2020.02.03	17:00:00	1.30266	1.30285	1.30034	1.30125	5417	0	0
2020.02.03	18:00:00	1.30123	1.30165	1.30003	1.30053	3748	0	0
2020.02.03	19:00:00	1.30052	1.30077	1.29898	1.30050	2751	0	1
2020.02.03	20:00:00	1.30049	1.30104	1.29828	1.29940	1782	0	0
2020.02.03	21:00:00	1.29940	1.30007	1.29863	1.29982	2029	0	0
2020.02.03	22:00:00	1.29981	1.29994	1.29868	1.29916	1728	0	1
2020.02.03	23:00:00	1.29914	1.30011	1.29910	1.29935	1176	0	1
2020.02.04	00:00:00	1.29935	1.29963	1.29870	1.29959	776	0	22
2020.02.04	01:00:00	1.29959	1.29988	1.29929	1.29965	1846	0	0
2020.02.04	02:00:00	1.29965	1.29969	1.29880	1.29911	981	0	1
2020.02.04	03:00:00	1.29911	1.29922	1.29815	1.29903	1425	0	1
2020.02.04	04:00:00	1.29903	1.29932	1.29827	1.29923	1483	0	0
2020.02.04	05:00:00	1.29927	1.30022	1.29913	1.29992	1758	0	0
2020.02.04	06:00:00	1.29992	1.30142	1.29986	1.30072	1619	0	1
2020.02.04	07:00:00	1.30072	1.30230	1.30057	1.30133	1562	0	1
2020.02.04	08:00:00	1.30133	1.30199	1.29950	1.29953	2219	0	1
2020.02.04	09:00:00	1.29953	1.29959	1.29409	1.29450	4198	0	0
2020.02.04	10:00:00	1.29450	1.29884	1.29449	1.29868	4147	0	0
2020.02.04	11:00:00	1.29868	1.30251	1.29804	1.30159	4665	0	0
2020.02.04	12:00:00	1.30159	1.30182	1.30007	1.30067	4064	0	0
2020.02.04	13:00:00	1.30059	1.30161	1.30040	1.30132	3257	0	1
2020.02.04	14:00:00	1.30131	1.30222	1.30081	1.30116	3798	0	0
2020.02.04	15:00:00	1.30116	1.30465	1.30089	1.30292	5520	0	0
2020.02.04	16:00:00	1.30292	1.30340	1.30119	1.30218	4992	0	1
2020.02.04	17:00:00	1.30217	1.30364	1.30198	1.30254	4273	0	1
2020.02.04	18:00:00	1.30253	1.30287	1.30179	1.30279	3285	0	0
2020.02.04	19:00:00	1.30279	1.30353	1.30271	1.30316	2425	0	1
2020.02.04	20:00:00	1.30311	1.30440	1.30306	1.30407	1976	0	1
2020.02.04	21:00:00	1.30407	1.30417	1.30364	1.30367	1628	0	1
2020.02.04	22:00:00	1.30367	1.30380	1.30306	1.30334	1658	0	2
2020.02.04	23:00:00	1.30335	1.30336	1.30267	1.30292	924	0	0
2020.02.05	00:00:00	1.30292	1.30386	1.30265	1.30271	2150	0	8
2020.02.05	01:00:00	1.30271	1.30334	1.30251	1.30302	976	0	2
2020.02.05	02:00:00	1.30303	1.30331	1.30261	1.30282	1650	0	2
2020.02.05	03:00:00	1.30282	1.30282	1.30178	1.30231	2503	0	0
2020.02.05	04:00:00	1.30231	1.30236	1.30120	1.30169	1510	0	1
2020.02.05	05:00:00	1.30169	1.30241	1.30164	1.30221	1327	0	1
2020.02.05	06:00:00	1.30221	1.30233	1.30180	1.30181	1251	0	2
2020.02.05	07:00:00	1.30181	1.30185	1.30149	1.30175	2079	0	3
2020.02.05	08:00:00	1.30175	1.30212	1.30151	1.30172	1239	0	2
2020.02.05	09:00:00	1.30172	1.30374	1.30088	1.30366	2680	0	0
2020.02.05	10:00:00	1.30364	1.30524	1.30341	1.30470	5106	0	0
2020.02.05	11:00:00	1.30471	1.30698	1.30338	1.30657	5053	0	0
2020.02.05	12:00:00	1.30657	1.30657	1.30470	1.30505	3095	0	0
2020.02.05	13:00:00	1.30506	1.30672	1.30472	1.30601	3414	0	1
2020.02.05	14:00:00	1.30602	1.30612	1.30419	1.30468	3013	0	0
2020.02.05	15:00:00	1.30468	1.30543	1.29912	1.30090	5002	0	0
2020.02.05	16:00:00	1.30090	1.30130	1.29562	1.29623	6127	0	0
2020.02.05	17:00:00	1.29623	1.29958	1.29577	1.29837	4893	0	0
2020.02.05	18:00:00	1.29834	1.30032	1.29808	1.29988	3025	0	0
2020.02.05	19:00:00	1.29988	1.30100	1.29981	1.30041	2367	0	0
2020.02.05	20:00:00	1.30041	1.30074	1.30004	1.30026	1468	0	2
2020.02.05	21:00:00	1.30026	1.30028	1.29868	1.29875	1773	0	0
2020.02.05	22:00:00	1.29875	1.29927	1.29858	1.29918	1142	0	0
2020.02.05	23:00:00	1.29917	1.30018	1.29910	1.30004	776	0	0
2020.02.06	00:00:00	1.30016	1.30016	1.29918	1.29959	1107	0	16
2020.02.06	01:00:00	1.29959	1.29998	1.29933	1.29947	2028	0	0
2020.02.06	02:00:00	1.29947	1.29970	1.29853	1.29864	1289	0	1
2020.02.06	03:00:00	1.29865	1.29905	1.29826	1.29883	2192	0	1
2020.02.06	04:00:00	1.29884	1.29890	1.29823	1.29846	1615	0	1
2020.02.06	05:00:00	1.29846	1.29906	1.29828	1.29855	1649	0	0
2020.02.06	06:00:00	1.29855	1.29881	1.29795	1.29797	1590	0	1
2020.02.06	07:00:00	1.29797	1.29846	1.29715	1.29844	1540	0	1
2020.02.06	08:00:00	1.29845	1.29860	1.29793	1.29826	1559	0	0
2020.02.06	09:00:00	1.29827	1.29963	1.29805	1.29815	2898	0	0
2020.02.06	10:00:00	1.29813	1.29924	1.29764	1.29855	3599	0	0
2020.02.06	11:00:00	1.29855	1.29985	1.29675	1.29744	3290	0	1
2020.02.06	12:00:00	1.29744	1.29805	1.29613	1.29624	2660	0	1
2020.02.06	13:00:00	1.29624	1.29686	1.29525	1.29627	2928	0	0
2020.02.06	14:00:00	1.29627	1.29771	1.29570	1.29727	2057	0	0
2020.02.06	15:00:00	1.29727	1.29788	1.29481	1.29659	4021	0	0
2020.02.06	16:00:00	1.29659	1.29704	1.29533	1.29533	3739	0	0
2020.02.06	17:00:00	1.29533	1.29575	1.29220	1.29278	4649	0	0
2020.02.06	18:00:00	1.29278	1.29422	1.29225	1.29308	2935	0	0
2020.02.06	19:00:00	1.29308	1.29360	1.29283	1.29336	1659	0	0
2020.02.06	20:00:00	1.29336	1.29352	1.29253	1.29269	1099	0	0
2020.02.06	21:00:00	1.29269	1.29302	1.29210	1.29229	1403	0	0
2020.02.06	22:00:00	1.29229	1.29320	1.29225	1.29250	1559	0	1
2020.02.06	23:00:00	1.29250	1.29284	1.29234	1.29252	1018	0	1
2020.02.07	00:00:00	1.29262	1.29290	1.29215	1.29272	873	0	11
2020.02.07	01:00:00	1.29271	1.29300	1.29262	1.29299	883	0	3
2020.02.07	02:00:00	1.29299	1.29360	1.29266	1.29357	793	0	2
2020.02.07	03:00:00	1.29357	1.29385	1.29320	1.29367	1181	0	0
2020.02.07	04:00:00	1.29367	1.29433	1.29351	1.29417	1290	0	3
2020.02.07	05:00:00	1.29417	1.29440	1.29381	1.29381	1353	0	2
2020.02.07	06:00:00	1.29381	1.29400	1.29350	1.29374	555	0	0
2020.02.07	07:00:00	1.29374	1.29422	1.29360	1.29404	1064	0	1
2020.02.07	08:00:00	1.29404	1.29459	1.29373	1.29422	1754	0	1
2020.02.07	09:00:00	1.29424	1.29450	1.29320	1.29332	3701	0	0
2020.02.07	10:00:00	1.29332	1.29373	1.29212	1.29255	4480	0	2
2020.02.07	11:00:00	1.29255	1.29349	1.29236	1.29291	3781	0	0
2020.02.07	12:00:00	1.29291	1.29444	1.29249	1.29289	4225	0	1
2020.02.07	13:00:00	1.29289	1.29363	1.29248	1.29307	3409	0	1
2020.02.07	14:00:00	1.29307	1.29463	1.29298	1.29463	3979	0	0
2020.02.07	15:00:00	1.29463	1.29514	1.29317	1.29333	5030	0	0
2020.02.07	16:00:00	1.29333	1.29589	1.29217	1.29513	4834	0	0
2020.02.07	17:00:00	1.29513	1.29589	1.29363	1.29389	5618	0	0
2020.02.07	18:00:00	1.29385	1.29405	1.28988	1.29055	5003	0	0
2020.02.07	19:00:00	1.29057	1.29068	1.28944	1.29004	1911	0	0
2020.02.07	20:00:00	1.29005	1.29018	1.28906	1.28929	1659	0	0
2020.02.07	21:00:00	1.28929	1.28969	1.28865	1.28866	1394	0	0
2020.02.07	22:00:00	1.28871	1.28925	1.28821	1.28839	1185	0	1
2020.02.07	23:00:00	1.28836	1.28883	1.28809	1.28820	1309	0	0
2020.02.10	00:00:00	1.28864	1.28924	1.28830	1.28876	663	0	16
2020.02.10	01:00:00	1.28873	1.28912	1.28849	1.28896	1891	0	0
2020.02.10	02:00:00	1.28896	1.28966	1.28873	1.28933	1601	0	0
2020.02.10	03:00:00	1.28932	1.28972	1.28911	1.28934	1813	0	1
2020.02.10	04:00:00	1.28933	1.29007	1.28930	1.29001	1576	0	2
2020.02.10	05:00:00	1.29001	1.29026	1.28932	1.28956	1254	0	2
2020.02.10	06:00:00	1.28956	1.29052	1.28922	1.29051	865	0	3
2020.02.10	07:00:00	1.29051	1.29084	1.29031	1.29072	766	0	2
2020.02.10	08:00:00	1.29072	1.29073	1.29001	1.29011	1632	0	2
2020.02.10	09:00:00	1.29003	1.29005	1.28717	1.28742	3648	0	0
2020.02.10	10:00:00	1.28742	1.28974	1.28726	1.28923	4158	0	0
2020.02.10	11:00:00	1.28923	1.29146	1.28881	1.29110	4955	0	0
2020.02.10	12:00:00	1.29108	1.29316	1.29075	1.29230	4531	0	0
2020.02.10	13:00:00	1.29230	1.29360	1.29191	1.29235	3672	0	0
2020.02.10	14:00:00	1.29235	1.29363	1.29148	1.29321	3595	0	0
2020.02.10	15:00:00	1.29321	1.29459	1.29239	1.29288	4596	0	0
2020.02.10	16:00:00	1.29288	1.29444	1.29244	1.29400	4308	0	0
2020.02.10	17:00:00	1.29400	1.29431	1.29206	1.29234	4675	0	0
2020.02.10	18:00:00	1.29234	1.29252	1.29100	1.29181	3493	0	0
2020.02.10	19:00:00	1.29181	1.29196	1.29069	1.29092	1967	0	1
2020.02.10	20:00:00	1.29093	1.29163	1.29076	1.29162	1516	0	2
2020.02.10	21:00:00	1.29162	1.29204	1.29150	1.29156	1923	0	0
2020.02.10	22:00:00	1.29156	1.29161	1.29079	1.29101	1787	0	1
2020.02.10	23:00:00	1.29103	1.29143	1.29084	1.29140	1200	0	2
2020.02.11	00:00:00	1.29128	1.29158	1.29071	1.29125	447	0	18
2020.02.11	01:00:00	1.29125	1.29163	1.29113	1.29156	2185	0	3
2020.02.11	02:00:00	1.29157	1.29165	1.29104	1.29125	1626	0	1
2020.02.11	03:00:00	1.29125	1.29213	1.29122	1.29155	1453	0	1
2020.02.11	04:00:00	1.29157	1.29191	1.29107	1.29174	1021	0	1
2020.02.11	05:00:00	1.29174	1.29200	1.29152	1.29174	923	0	3
2020.02.11	06:00:00	1.29174	1.29174	1.29110	1.29129	677	0	0
2020.02.11	07:00:00	1.29129	1.29167	1.29112	1.29137	914	0	2
2020.02.11	08:00:00	1.29137	1.29175	1.29111	1.29161	961	0	2
2020.02.11	09:00:00	1.29162	1.29168	1.28967	1.29062	3322	0	0
2020.02.11	10:00:00	1.29062	1.29126	1.28943	1.29028	3324	0	0
2020.02.11	11:00:00	1.29028	1.29421	1.29006	1.29381	4981	0	0
2020.02.11	12:00:00	1.29380	1.29394	1.29184	1.29264	3857	0	1
2020.02.11	13:00:00	1.29265	1.29308	1.29154	1.29297	3250	0	0
2020.02.11	14:00:00	1.29297	1.29366	1.29220	1.29323	2979	0	0
2020.02.11	15:00:00	1.29326	1.29413	1.29262	1.29372	4846	0	0
2020.02.11	16:00:00	1.29371	1.29677	1.29349	1.29644	4598	0	0
2020.02.11	17:00:00	1.29643	1.29662	1.29417	1.29448	5830	0	0
2020.02.11	18:00:00	1.29448	1.29502	1.29341	1.29439	3254	0	0
2020.02.11	19:00:00	1.29438	1.29526	1.29325	1.29502	2231	0	0
2020.02.11	20:00:00	1.29502	1.29603	1.29463	1.29562	2041	0	0
2020.02.11	21:00:00	1.29562	1.29666	1.29541	1.29630	2285	0	0
2020.02.11	22:00:00	1.29631	1.29632	1.29511	1.29578	1285	0	1
2020.02.11	23:00:00	1.29578	1.29578	1.29490	1.29490	808	0	0
2020.02.12	00:00:00	1.29508	1.29576	1.29452	1.29538	2065	0	30
2020.02.12	01:00:00	1.29538	1.29566	1.29530	1.29558	861	0	4
2020.02.12	02:00:00	1.29558	1.29578	1.29522	1.29534	1314	0	1
2020.02.12	03:00:00	1.29534	1.29660	1.29532	1.29649	1784	0	0
2020.02.12	04:00:00	1.29648	1.29673	1.29606	1.29667	1277	0	1
2020.02.12	05:00:00	1.29667	1.29689	1.29592	1.29595	1254	0	0
2020.02.12	06:00:00	1.29595	1.29611	1.29576	1.29585	1243	0	1
